8.009	8.047
7.668	8.065
7.608	7.617
7.818	7.416
7.71	7.159
7.514	6.94
7.388	6.716
7.524	6.492
7.29	7.131
7.131	6.926
7.468	7.323
7.285	7.542
7.412	7.837
7.211	8.028
7.066	7.785
7.047	7.332
6.917	7.108
6.72	7.313
6.865	7.566
6.664	7.771
6.898	8.009
6.552	8.005
5.88	8.313
5.926	8.033
5.149	8.224
5.478	8.329
4.701	8.308
4.455	8.175
4.154	8.266
3.86	8.119
3.573	7.993
3.552	8.224
3.313	8.063
3.222	8.322
3.327	7.79
2.998	7.902
3.026	8.161
3.026	7.65
3.327	7.559
3.37	7.306
3.405	7.054
3.04	7.426
3.089	7.166
3.103	6.907
3.11	6.662
3.194	6.403
3.194	6.186
3.117	5.947
2.844	5.779
2.872	6.053
2.872	6.284
2.823	6.55
2.788	6.753
2.802	7.236
2.683	7.468
2.613	7.741
2.571	8.014
2.536	8.217
2.277	8.063
2.305	7.839
2.347	7.594
2.347	7.285
2.067	7.166
1.772	7.278
2.025	7.44
1.996	7.706
1.744	7.566
1.695	7.797
1.933	7.958
1.94	8.168
2.214	8.315
1.611	8.273
1.639	8.014
1.618	7.117
1.842	6.984
2.186	6.984
2.347	6.788
2.62	6.956
2.529	6.592
2.088	6.669
1.8	6.711
1.877	6.543
2.186	6.466
2.501	6.333
2.179	6.193
1.905	6.291
1.604	6.403
1.625	6.158
1.891	6.032
2.186	5.954
2.55	6.144
2.557	5.898
2.613	5.66
2.298	5.723
1.898	5.821
1.625	5.891
1.968	5.555
1.688	5.646
1.702	5.429
1.989	5.317
2.354	5.275
2.613	5.373
2.55	5.135
2.41	4.827
2.025	5.107
2.067	4.841
1.751	4.925
3.201	5.527
2.151	4.602
2.452	4.483
2.249	4.315
1.856	4.476
1.821	4.245
5.163	5.191
5.359	5.429
5.499	4.42
3.636	4.827
3.951	4.897
3.594	2.571
3.86	2.599
3.264	2.564
3.412	2.333
3.734	2.375
3.902	2.207
4.098	2.424
4.406	2.466
4.259	2.221
4.792	2.445
5.079	2.501
5.387	2.536
5.702	2.543
5.926	2.746
6.165	2.599
6.319	2.809
6.515	2.641
6.704	2.48
6.879	2.676
0.525	7.916
0.792	8.081
1.037	8.231
1.289	8.322
1.32	8.105
1.061	7.958
0.82	7.821
0.525	7.674
0.455	8.147
1.086	7.702
1.384	7.874
1.408	7.618
1.447	7.366
1.156	7.461
1.187	7.215
0.834	7.562
0.83	7.296
0.55	7.18
0.921	6.841
0.9	7.089
0.231	7.04
0.557	6.932
0.172	7.496
0.088	7.755
0.14	8
0.056	8.252
0.508	7.412
0.277	6.788
0.655	6.697
0.35	6.539
0.637	6.445
0.949	6.602
1.296	6.708
1.32	6.953
1.555	6.855
1.278	6.476
0.998	6.368
0.694	6.203
1.044	6.123
1.31	6.256
0.357	6.305
0.858	5.926
0.077	6.13
0.455	5.811
0.424	6.021
0.165	5.888
0.158	5.65
0.736	5.702
1.37	5.758
1.349	6.025
1.377	5.471
1.11	5.349
0.799	5.429
1.068	5.604
0.214	5.142
0.476	5.278
0.879	5.208
0.658	4.925
0.599	4.704
0.68	4.27
0.284	4.41
0.252	4.637
0.242	4.851
0.949	4.967
1.173	5.142
1.475	5.282
1.471	4.988
1.506	4.823
1.247	4.648
1.226	4.869
0.963	4.739
1.016	4.497
1.264	4.382
1.538	4.522
1.713	5.152
1.534	4.28
0.995	4.249
1.254	4.081
0.827	4.046
0.497	3.975
0.315	4.126
0.27	3.79
0.245	3.559
0.648	3.79
1.037	3.891
1.264	3.716
1.695	4.039
1.646	3.8
1.961	3.842
2.133	4.06
2.441	4.105
2.329	3.898
2.476	3.706
2.259	3.475
2.06	3.639
1.912	3.426
2.144	3.24
1.741	3.594
1.573	3.356
1.32	3.464
0.953	3.629
0.658	3.499
0.988	3.377
1.1	3.187
0.806	3.075
0.256	3.363
0.354	3.131
1.394	3.135
1.853	3.163
2.378	3.019
2.658	3.051
0.084	2.991
0.102	2.729
0.469	2.883
0.483	2.616
0.172	2.487
0.743	2.739
1.012	2.911
1.296	2.858
1.681	2.925
1.968	2.928
2.133	2.764
2.504	2.802
2.676	2.585
2.855	2.438
2.883	2.193
2.511	2.368
2.378	2.571
2.109	2.399
1.902	2.55
1.713	2.697
1.387	2.606
1.058	2.49
0.764	2.497
1.11	2.207
1.513	2.438
1.762	2.301
1.541	2.06
1.398	2.235
1.187	1.982
0.865	1.961
0.837	2.224
0.511	2.259
0.529	1.958
0.27	2.151
0.189	1.849
0.186	1.594
0.462	1.755
0.708	1.692
0.883	1.51
1.096	1.741
1.243	1.562
1.377	1.842
1.776	1.905
1.958	2.154
2.228	2.228
2.504	2.112
2.2	1.996
1.986	1.755
1.681	1.667
1.849	1.489
2.193	1.569
2.329	1.776
2.623	1.912
2.949	1.968
2.771	1.73
2.546	1.457
2.305	1.296
2.018	1.324
1.37	1.349
1.005	1.306
0.676	1.313
0.501	1.496
0.326	1.268
0.501	1.065
0.021	1.278
1.566	1.159
1.215	1.131
0.827	1.058
2.592	1.198
2.967	1.233
2.97	1.555
3.194	2.148
3.311	1.952
3.134	1.765
3.545	2.12
3.694	1.952
3.451	1.611
3.199	1.42
3.25	1.182
3.031	0.981
2.62	0.967
2.293	0.962
1.966	0.925
1.649	0.939
1.312	0.929
1.126	0.691
0.976	0.901
1.462	0.71
1.742	0.71
1.868	0.5
1.546	0.486
1.242	0.476
1.368	0.252
1.653	0.262
2.013	0.29
2.148	0.71
2.242	0.504
2.433	0.743
2.597	0.574
2.83	0.743
3.269	0.817
3.493	1.013
3.722	1.219
3.633	1.448
3.914	1.733
4.035	1.98
4.367	1.994
4.586	2.181
4.932	2.223
4.731	1.98
4.581	1.747
4.357	1.55
4.241	1.737
4.035	1.536
4.306	1.308
4.17	1.093
3.881	1.032
4.479	1.135
4.698	1.336
4.75	1.569
0.144	1.03
0.291	0.841
0.606	0.837
0.799	0.62
0.921	0.431
0.543	0.396
0.347	0.602
0.665	0.207
1.068	0.245
0.291	0.196
0.067	0.34
0.883	0.021
1.791	0.044
2.146	0.065
2.403	0.299
2.576	0.084
2.769	0.334
2.903	0.149
3.12	0.367
2.973	0.546
3.276	0.184
3.75	0.21
3.58	0.434
3.416	0.623
3.603	0.827
3.785	0.633
3.921	0.451
4.107	0.273
4.138	0.651
4.311	0.486
4.327	0.894
4.021	0.88
4.502	0.698
4.64	0.906
4.242	0.067
4.592	0.084
4.62	0.497
4.441	0.28
4.781	0.298
4.932	0.095
5.142	0.284
4.984	0.518
4.841	0.704
5.044	0.904
5.159	0.711
5.31	0.529
5.475	0.336
5.299	0.112
5.685	0.123
5.853	0.336
6.021	0.172
5.671	0.532
5.52	0.722
5.391	0.918
5.303	1.135
4.886	1.117
4.953	1.352
5.065	1.573
4.946	1.786
5.089	2.021
5.222	2.249
5.394	2.053
5.527	2.298
5.818	2.126
5.594	1.891
5.433	1.646
5.275	1.419
5.247	1.87
5.657	1.548
5.825	1.741
5.993	1.958
5.629	1.317
5.629	1.1
5.769	0.918
5.912	0.725
6.053	0.546
5.926	1.11
5.923	1.338
6.046	2.371
6.319	2.175
6.466	1.993
6.651	2.238
6.371	2.42
6.655	1.811
6.799	2.056
6.97	2.266
7.047	2.518
7.191	2.722
7.363	2.518
7.611	2.722
7.401	2.939
7.793	2.536
7.909	2.774
8.137	2.602
8.221	2.851
8.276	2.396
7.965	2.356
7.601	2.321
7.454	2.097
7.103	2.062
6.984	1.835
7.304	1.845
7.645	1.915
7.993	1.926
7.834	2.116
8.159	2.153
6.188	1.775
6.025	1.593
6.393	1.574
6.734	1.597
7.108	1.635
7.477	1.686
7.804	1.705
8.168	1.709
8.313	1.56
7.986	1.546
8.135	1.317
7.622	1.485
7.295	1.438
6.935	1.415
6.492	1.354
6.3	1.149
6.104	0.934
6.319	0.766
6.473	0.99
6.655	1.191
7.047	1.219
7.458	1.256
7.781	1.312
7.977	1.107
7.229	1.065
7.608	1.074
7.781	0.883
7.925	0.696
8.126	0.92
8.28	0.729
8.098	0.49
7.589	0.663
7.416	0.845
7.066	0.845
6.884	0.635
6.678	0.406
6.417	0.584
6.599	0.78
6.776	1.004
7.243	0.63
7.37	0.467
7.019	0.43
6.235	0.388
6.375	0.187
6.823	0.224
7.159	0.234
7.486	0.229
7.893	0.29
7.757	0.495
8.294	0.294
8.117	0.07
0.462	5.52
